SEZIONE,pd_votes,pd_share,top10_preferenze,tipo
212,100,0.2079002079002079,1. FEDERICA RAMPINI (5) | 2. LUIGI MAIO (4) | 3. NASTASSJA HABDANK (4) | 4. LORENZO SPIZZICHINO (3) | 5. MIRKO MANFRE' (3) | 6. FILIPPO MARIA LAGUZZI (2) | 7. MATTEO PIETROSANTE (2) | 8. PAOLA CAVALIERI (2) | 9. ROBERTO CASAMENTO (2) | 10. ANTONIO COMITO (1),municipio3_2021
213,72,0.16475972540045766,1. FEDERICA RAMPINI (14) | 2. NASTASSJA HABDANK (7) | 3. ANTONIO COMITO (2) | 4. LUIGI MAIO (2) | 5. MIRKO MANFRE' (2) | 6. LORENZO SPIZZICHINO (1) | 7. MATTEO PIETROSANTE (1) | 8. ROBERTO CASAMENTO (1) | 9. SIMONA SORTINO (1) | 10. SIMONETTA ANACLERIO (1),municipio3_2021
214,83,0.21558441558441557,1. FEDERICA RAMPINI (5) | 2. FILIPPO MARIA LAGUZZI (5) | 3. NASTASSJA HABDANK (4) | 4. GABRIELE MICHELI (2) | 5. LUIGI MAIO (2) | 6. MATTEO PIETROSANTE (2) | 7. MONICA MAGGI (2) | 8. NICOLETTA FUNGHI (2) | 9. SIMONETTA ANACLERIO (2) | 10. ITALO DELLA BELLA (1),municipio3_2021
215,99,0.23076923076923078,1. MARIA ANTONIETTA DEL MORO (12) | 2. FILIPPO MARIA LAGUZZI (8) | 3. FEDERICA RAMPINI (7) | 4. MATTEO PIETROSANTE (7) | 5. NASTASSJA HABDANK (7) | 6. SILVIA DE ROSA (5) | 7. LUIGI MAIO (4) | 8. LORENZO SPIZZICHINO (3) | 9. MIRKO MANFRE' (2) | 10. SIMONA RUSSO (2),municipio3_2021
216,91,0.20919540229885059,1. FILIPPO MARIA LAGUZZI (6) | 2. SILVIA DE ROSA (6) | 3. ROBERTO CASAMENTO (5) | 4. NASTASSJA HABDANK (4) | 5. FEDERICA RAMPINI (2) | 6. MONICA MAGGI (2) | 7. NICOLETTA FUNGHI (2) | 8. LUIGI MAIO (1) | 9. MARIA ANTONIETTA DEL MORO (1) | 10. MIRKO MANFRE' (1),municipio3_2021
217,80,0.21390374331550802,1. FEDERICA RAMPINI (8) | 2. FILIPPO MARIA LAGUZZI (5) | 3. NASTASSJA HABDANK (5) | 4. SIMONA SORTINO (4) | 5. MATTEO PIETROSANTE (3) | 6. ITALO DELLA BELLA (2) | 7. MIRKO MANFRE' (2) | 8. ROBERTO CASAMENTO (2) | 9. LORENZO SPIZZICHINO (1) | 10. LUIGI MAIO (1),municipio3_2021
218,74,0.17577197149643706,1. MIRKO MANFRE' (5) | 2. NICOLETTA FUNGHI (5) | 3. FEDERICA RAMPINI (4) | 4. ANTONIO COMITO (3) | 5. FILIPPO MARIA LAGUZZI (3) | 6. GABRIELE CARRADORI (2) | 7. ORNELLA LOVELLO (2) | 8. PAOLA CAVALIERI (2) | 9. CESARE ALFIDI (1) | 10. GABRIELE MICHELI (1),municipio3_2021
219,72,0.15,1. NICOLETTA FUNGHI (4) | 2. FEDERICA RAMPINI (3) | 3. FILIPPO MARIA LAGUZZI (2) | 4. MARIA ANTONIETTA DEL MORO (2) | 5. GABRIELE CARRADORI (1) | 6. LORENZO SPIZZICHINO (1) | 7. MATTEO PIETROSANTE (1) | 8. SILVIA DE ROSA (1) | 9. ANTONIO COMITO (0) | 10. CESARE ALFIDI (0),municipio3_2021
220,92,0.2598870056497175,1. LUIGI MAIO (15) | 2. FEDERICA RAMPINI (9) | 3. FILIPPO MARIA LAGUZZI (7) | 4. NASTASSJA HABDANK (5) | 5. MATTEO PIETROSANTE (2) | 6. SIMONA RUSSO (2) | 7. ANTONIO COMITO (1) | 8. CESARE ALFIDI (1) | 9. MARIA ANTONIETTA DEL MORO (1) | 10. MIRKO MANFRE' (1),municipio3_2021
221,86,0.19239373601789708,1. FEDERICA RAMPINI (10) | 2. FILIPPO MARIA LAGUZZI (6) | 3. NASTASSJA HABDANK (4) | 4. MATTEO PIETROSANTE (3) | 5. MIRKO MANFRE' (2) | 6. SIMONA RUSSO (2) | 7. MONICA MAGGI (1) | 8. ROBERTO CASAMENTO (1) | 9. SILVIA DE ROSA (1) | 10. SIMONA SORTINO (1),municipio3_2021
222,123,0.21354166666666666,1. LUIGI MAIO (5) | 2. MATTEO PIETROSANTE (2) | 3. MIRKO MANFRE' (2) | 4. ORNELLA LOVELLO (2) | 5. FEDERICA RAMPINI (1) | 6. ITALO DELLA BELLA (1) | 7. LORENZO SPIZZICHINO (1) | 8. PAOLA CAVALIERI (1) | 9. SIMONA RUSSO (1) | 10. SIMONA SORTINO (1),municipio3_2021
223,91,0.21311475409836064,1. LORENZO SPIZZICHINO (8) | 2. PAOLA CAVALIERI (7) | 3. FEDERICA RAMPINI (4) | 4. FILIPPO MARIA LAGUZZI (2) | 5. SIMONA SORTINO (2) | 6. ANTONIO COMITO (1) | 7. MATTEO PIETROSANTE (1) | 8. MONICA MAGGI (1) | 9. SILVIA DE ROSA (1) | 10. CESARE ALFIDI (0),municipio3_2021
224,78,0.1625,1. SILVIA DE ROSA (4) | 2. FILIPPO MARIA LAGUZZI (3) | 3. FEDERICA RAMPINI (2) | 4. LORENZO SPIZZICHINO (2) | 5. MARIA ANTONIETTA DEL MORO (2) | 6. NASTASSJA HABDANK (2) | 7. ROBERTO CASAMENTO (2) | 8. SIMONA SORTINO (2) | 9. CESARE ALFIDI (1) | 10. LUIGI MAIO (1),municipio3_2021
225,94,0.1551155115511551,1. SILVIA DE ROSA (8) | 2. LORENZO SPIZZICHINO (7) | 3. FEDERICA RAMPINI (5) | 4. FILIPPO MARIA LAGUZZI (4) | 5. PAOLA CAVALIERI (4) | 6. MIRKO MANFRE' (3) | 7. GABRIELE CARRADORI (2) | 8. MATTEO PIETROSANTE (2) | 9. MONICA MAGGI (2) | 10. SIMONA SORTINO (2),municipio3_2021
226,95,0.15224358974358973,1. FILIPPO MARIA LAGUZZI (7) | 2. FEDERICA RAMPINI (6) | 3. MARIA ANTONIETTA DEL MORO (6) | 4. MARIA TERESA ELLUL (3) | 5. MATTEO PIETROSANTE (3) | 6. LORENZO SPIZZICHINO (2) | 7. LUIGI MAIO (2) | 8. ROBERTO CASAMENTO (2) | 9. GABRIELE MICHELI (1) | 10. MIRKO MANFRE' (1),municipio3_2021
227,63,0.18155619596541786,1. LUIGI MAIO (8) | 2. FEDERICA RAMPINI (4) | 3. ROBERTO CASAMENTO (4) | 4. FILIPPO MARIA LAGUZZI (3) | 5. LORENZO SPIZZICHINO (2) | 6. MONICA MAGGI (2) | 7. NICOLETTA FUNGHI (2) | 8. PAOLA CAVALIERI (2) | 9. GABRIELE CARRADORI (1) | 10. MIRKO MANFRE' (1),municipio3_2021
228,81,0.19471153846153846,1. FEDERICA RAMPINI (5) | 2. LUIGI MAIO (5) | 3. NICOLETTA FUNGHI (4) | 4. FILIPPO MARIA LAGUZZI (3) | 5. MATTEO PIETROSANTE (3) | 6. SIMONA SORTINO (2) | 7. CESARE ALFIDI (1) | 8. GABRIELE CARRADORI (1) | 9. MARIA ANTONIETTA DEL MORO (1) | 10. MIRKO MANFRE' (1),municipio3_2021
229,88,0.1934065934065934,1. GABRIELE CARRADORI (10) | 2. NICOLETTA FUNGHI (8) | 3. FEDERICA RAMPINI (5) | 4. FILIPPO MARIA LAGUZZI (5) | 5. CESARE ALFIDI (2) | 6. MATTEO PIETROSANTE (2) | 7. MIRKO MANFRE' (2) | 8. SIMONETTA ANACLERIO (2) | 9. LORENZO SPIZZICHINO (1) | 10. LUIGI MAIO (1),municipio3_2021
230,89,0.18350515463917524,1. NICOLETTA FUNGHI (7) | 2. LUIGI MAIO (4) | 3. FILIPPO MARIA LAGUZZI (3) | 4. GABRIELE CARRADORI (2) | 5. ITALO DELLA BELLA (2) | 6. SILVIA DE ROSA (2) | 7. CESARE ALFIDI (1) | 8. MARIA ANTONIETTA DEL MORO (1) | 9. MATTEO PIETROSANTE (1) | 10. NASTASSJA HABDANK (1),municipio3_2021
231,102,0.2361111111111111,1. MATTEO PIETROSANTE (7) | 2. NASTASSJA HABDANK (7) | 3. GABRIELE CARRADORI (3) | 4. LUIGI MAIO (3) | 5. ANTONIO COMITO (2) | 6. MIRKO MANFRE' (2) | 7. ROBERTO CASAMENTO (2) | 8. FEDERICA RAMPINI (1) | 9. MARIA ANTONIETTA DEL MORO (1) | 10. NICOLETTA FUNGHI (1),municipio3_2021
232,71,0.16435185185185186,1. FEDERICA RAMPINI (4) | 2. LUIGI MAIO (4) | 3. GABRIELE CARRADORI (2) | 4. NICOLETTA FUNGHI (2) | 5. ANTONIO COMITO (1) | 6. SILVIA DE ROSA (1) | 7. SIMONA RUSSO (1) | 8. CESARE ALFIDI (0) | 9. FILIPPO MARIA LAGUZZI (0) | 10. FRANCESCO MANCINO (0),municipio3_2021
233,107,0.19851576994434136,1. LUIGI MAIO (13) | 2. FEDERICA RAMPINI (12) | 3. NICOLETTA FUNGHI (5) | 4. MATTEO PIETROSANTE (4) | 5. FILIPPO MARIA LAGUZZI (3) | 6. MIRKO MANFRE' (3) | 7. ORNELLA LOVELLO (3) | 8. MARIA ANTONIETTA DEL MORO (2) | 9. NASTASSJA HABDANK (2) | 10. GABRIELE CARRADORI (1),municipio3_2021
234,82,0.15619047619047619,1. FEDERICA RAMPINI (10) | 2. ROBERTO CASAMENTO (4) | 3. SIMONA SORTINO (3) | 4. CESARE ALFIDI (2) | 5. FILIPPO MARIA LAGUZZI (2) | 6. LORENZO SPIZZICHINO (2) | 7. PAOLA CAVALIERI (2) | 8. LUIGI MAIO (1) | 9. MARIA ANTONIETTA DEL MORO (1) | 10. MATTEO PIETROSANTE (1),municipio3_2021
235,105,0.1891891891891892,1. LUIGI MAIO (8) | 2. FILIPPO MARIA LAGUZZI (7) | 3. FEDERICA RAMPINI (6) | 4. ORNELLA LOVELLO (5) | 5. LORENZO SPIZZICHINO (4) | 6. SIMONA SORTINO (4) | 7. MIRKO MANFRE' (3) | 8. ANTONIO COMITO (2) | 9. MARIA ANTONIETTA DEL MORO (2) | 10. NASTASSJA HABDANK (2),municipio3_2021
264,61,0.17183098591549295,1. LUIGI MAIO (9) | 2. FEDERICA RAMPINI (6) | 3. FRANCESCO MANCINO (4) | 4. GABRIELE CARRADORI (2) | 5. NASTASSJA HABDANK (2) | 6. ANTONIO COMITO (1) | 7. CESARE ALFIDI (1) | 8. FILIPPO MARIA LAGUZZI (1) | 9. GABRIELE MICHELI (1) | 10. MARIA TERESA ELLUL (1),municipio3_2021
285,145,0.23500810372771475,1. ITALO DELLA BELLA (35) | 2. LORENZO SPIZZICHINO (17) | 3. PAOLA CAVALIERI (12) | 4. NASTASSJA HABDANK (11) | 5. FILIPPO MARIA LAGUZZI (9) | 6. MATTEO PIETROSANTE (8) | 7. FEDERICA RAMPINI (6) | 8. SIMONA RUSSO (5) | 9. GABRIELE CARRADORI (4) | 10. MARIA ANTONIETTA DEL MORO (4),municipio3_2021
286,108,0.22929936305732485,1. NASTASSJA HABDANK (12) | 2. MATTEO PIETROSANTE (11) | 3. ROBERTO CASAMENTO (10) | 4. ITALO DELLA BELLA (9) | 5. PAOLA CAVALIERI (9) | 6. MONICA MAGGI (7) | 7. LORENZO SPIZZICHINO (5) | 8. FILIPPO MARIA LAGUZZI (4) | 9. SIMONA RUSSO (4) | 10. FEDERICA RAMPINI (3),municipio3_2021
287,96,0.2376237623762376,1. ITALO DELLA BELLA (39) | 2. FILIPPO MARIA LAGUZZI (6) | 3. PAOLA CAVALIERI (5) | 4. SIMONETTA ANACLERIO (5) | 5. LORENZO SPIZZICHINO (4) | 6. MARIA TERESA ELLUL (4) | 7. NASTASSJA HABDANK (4) | 8. FEDERICA RAMPINI (3) | 9. SIMONA RUSSO (3) | 10. ORNELLA LOVELLO (2),municipio3_2021
288,104,0.3132530120481928,1. ITALO DELLA BELLA (21) | 2. SIMONETTA ANACLERIO (17) | 3. FILIPPO MARIA LAGUZZI (11) | 4. LORENZO SPIZZICHINO (10) | 5. MATTEO PIETROSANTE (7) | 6. MONICA MAGGI (7) | 7. NASTASSJA HABDANK (7) | 8. PAOLA CAVALIERI (5) | 9. FEDERICA RAMPINI (4) | 10. MARIA TERESA ELLUL (3),municipio3_2021
289,131,0.3659217877094972,1. ITALO DELLA BELLA (37) | 2. LORENZO SPIZZICHINO (11) | 3. PAOLA CAVALIERI (10) | 4. ANTONIO COMITO (7) | 5. NASTASSJA HABDANK (7) | 6. SIMONA RUSSO (6) | 7. FEDERICA RAMPINI (5) | 8. FILIPPO MARIA LAGUZZI (4) | 9. MATTEO PIETROSANTE (3) | 10. MONICA MAGGI (3),municipio3_2021
290,135,0.26011560693641617,1. ITALO DELLA BELLA (23) | 2. NASTASSJA HABDANK (11) | 3. PAOLA CAVALIERI (11) | 4. SIMONETTA ANACLERIO (10) | 5. FILIPPO MARIA LAGUZZI (9) | 6. LORENZO SPIZZICHINO (9) | 7. ROBERTO CASAMENTO (9) | 8. MATTEO PIETROSANTE (6) | 9. FEDERICA RAMPINI (5) | 10. ANTONIO COMITO (4),municipio3_2021
291,91,0.2017738359201774,1. LORENZO SPIZZICHINO (20) | 2. PAOLA CAVALIERI (18) | 3. ITALO DELLA BELLA (5) | 4. NASTASSJA HABDANK (3) | 5. NICOLETTA FUNGHI (3) | 6. GABRIELE MICHELI (2) | 7. LUIGI MAIO (2) | 8. MATTEO PIETROSANTE (2) | 9. MONICA MAGGI (2) | 10. CESARE ALFIDI (1),municipio3_2021
292,57,0.1986062717770035,1. LORENZO SPIZZICHINO (5) | 2. PAOLA CAVALIERI (4) | 3. NASTASSJA HABDANK (3) | 4. SIMONA SORTINO (3) | 5. FEDERICA RAMPINI (2) | 6. FILIPPO MARIA LAGUZZI (2) | 7. ITALO DELLA BELLA (2) | 8. MATTEO PIETROSANTE (2) | 9. ANTONIO COMITO (1) | 10. CESARE ALFIDI (1),municipio3_2021
293,74,0.1962864721485411,1. ROBERTO CASAMENTO (7) | 2. FILIPPO MARIA LAGUZZI (6) | 3. FEDERICA RAMPINI (5) | 4. NASTASSJA HABDANK (5) | 5. LORENZO SPIZZICHINO (4) | 6. PAOLA CAVALIERI (4) | 7. CESARE ALFIDI (3) | 8. SIMONA SORTINO (3) | 9. MARIA TERESA ELLUL (2) | 10. SILVIA DE ROSA (2),municipio3_2021
294,127,0.3175,1. LORENZO SPIZZICHINO (13) | 2. ITALO DELLA BELLA (9) | 3. MARIA TERESA ELLUL (9) | 4. PAOLA CAVALIERI (8) | 5. ORNELLA LOVELLO (6) | 6. ANTONIO COMITO (5) | 7. FEDERICA RAMPINI (5) | 8. FILIPPO MARIA LAGUZZI (5) | 9. NICOLETTA FUNGHI (5) | 10. MARIA ANTONIETTA DEL MORO (3),municipio3_2021
295,98,0.2578947368421053,1. LORENZO SPIZZICHINO (29) | 2. PAOLA CAVALIERI (18) | 3. ITALO DELLA BELLA (6) | 4. NASTASSJA HABDANK (5) | 5. MATTEO PIETROSANTE (4) | 6. FEDERICA RAMPINI (2) | 7. MARIA TERESA ELLUL (2) | 8. FILIPPO MARIA LAGUZZI (1) | 9. ORNELLA LOVELLO (1) | 10. SILVIA DE ROSA (1),municipio3_2021
296,101,0.25569620253164554,1. FEDERICA RAMPINI (6) | 2. ITALO DELLA BELLA (6) | 3. NICOLETTA FUNGHI (5) | 4. PAOLA CAVALIERI (5) | 5. FILIPPO MARIA LAGUZZI (4) | 6. LORENZO SPIZZICHINO (4) | 7. MARIA TERESA ELLUL (4) | 8. ANTONIO COMITO (2) | 9. MATTEO PIETROSANTE (2) | 10. NASTASSJA HABDANK (2),municipio3_2021
297,94,0.22169811320754718,1. LORENZO SPIZZICHINO (16) | 2. ITALO DELLA BELLA (10) | 3. PAOLA CAVALIERI (8) | 4. NASTASSJA HABDANK (6) | 5. FILIPPO MARIA LAGUZZI (5) | 6. MATTEO PIETROSANTE (4) | 7. ORNELLA LOVELLO (4) | 8. ANTONIO COMITO (3) | 9. FRANCESCO MANCINO (3) | 10. CESARE ALFIDI (2),municipio3_2021
298,112,0.2440087145969499,1. LORENZO SPIZZICHINO (17) | 2. ANTONIO COMITO (6) | 3. FILIPPO MARIA LAGUZZI (6) | 4. ROBERTO CASAMENTO (6) | 5. FEDERICA RAMPINI (5) | 6. GABRIELE MICHELI (5) | 7. MARIA TERESA ELLUL (3) | 8. NICOLETTA FUNGHI (3) | 9. PAOLA CAVALIERI (3) | 10. FRANCESCO MANCINO (2),municipio3_2021
299,56,0.21212121212121213,1. LORENZO SPIZZICHINO (12) | 2. FILIPPO MARIA LAGUZZI (4) | 3. NASTASSJA HABDANK (4) | 4. MARIA TERESA ELLUL (3) | 5. PAOLA CAVALIERI (3) | 6. ANTONIO COMITO (2) | 7. GABRIELE MICHELI (2) | 8. FEDERICA RAMPINI (1) | 9. MATTEO PIETROSANTE (1) | 10. MONICA MAGGI (1),municipio3_2021
300,121,0.2636165577342048,1. GABRIELE MICHELI (13) | 2. LORENZO SPIZZICHINO (12) | 3. NASTASSJA HABDANK (11) | 4. FILIPPO MARIA LAGUZZI (8) | 5. ROBERTO CASAMENTO (6) | 6. PAOLA CAVALIERI (5) | 7. MARIA TERESA ELLUL (4) | 8. ANTONIO COMITO (3) | 9. MATTEO PIETROSANTE (3) | 10. ITALO DELLA BELLA (2),municipio3_2021
301,97,0.24556962025316456,1. LORENZO SPIZZICHINO (26) | 2. PAOLA CAVALIERI (16) | 3. ITALO DELLA BELLA (5) | 4. ROBERTO CASAMENTO (4) | 5. FEDERICA RAMPINI (3) | 6. FILIPPO MARIA LAGUZZI (3) | 7. NASTASSJA HABDANK (2) | 8. GABRIELE MICHELI (1) | 9. ANTONIO COMITO (0) | 10. CESARE ALFIDI (0),municipio3_2021
302,105,0.257985257985258,1. LORENZO SPIZZICHINO (9) | 2. PAOLA CAVALIERI (6) | 3. MARIA ANTONIETTA DEL MORO (3) | 4. NICOLETTA FUNGHI (3) | 5. FEDERICA RAMPINI (2) | 6. FILIPPO MARIA LAGUZZI (2) | 7. GABRIELE CARRADORI (2) | 8. ITALO DELLA BELLA (2) | 9. SIMONA RUSSO (2) | 10. ANTONIO COMITO (1),municipio3_2021
303,62,0.17415730337078653,1. LORENZO SPIZZICHINO (7) | 2. PAOLA CAVALIERI (7) | 3. GABRIELE MICHELI (3) | 4. NASTASSJA HABDANK (3) | 5. ANTONIO COMITO (2) | 6. FILIPPO MARIA LAGUZZI (2) | 7. LUIGI MAIO (2) | 8. MARIA TERESA ELLUL (2) | 9. FEDERICA RAMPINI (1) | 10. MARIA ANTONIETTA DEL MORO (1),municipio3_2021
304,60,0.17647058823529413,1. FILIPPO MARIA LAGUZZI (6) | 2. LORENZO SPIZZICHINO (6) | 3. PAOLA CAVALIERI (6) | 4. ANTONIO COMITO (4) | 5. GABRIELE MICHELI (4) | 6. NICOLETTA FUNGHI (4) | 7. SIMONETTA ANACLERIO (4) | 8. ORNELLA LOVELLO (2) | 9. ROBERTO CASAMENTO (2) | 10. FEDERICA RAMPINI (1),municipio3_2021
305,70,0.19718309859154928,1. LORENZO SPIZZICHINO (7) | 2. NASTASSJA HABDANK (4) | 3. GABRIELE MICHELI (3) | 4. SIMONA SORTINO (3) | 5. ITALO DELLA BELLA (2) | 6. MATTEO PIETROSANTE (2) | 7. PAOLA CAVALIERI (2) | 8. ANTONIO COMITO (1) | 9. FEDERICA RAMPINI (1) | 10. FILIPPO MARIA LAGUZZI (1),municipio3_2021
306,55,0.18394648829431437,1. FILIPPO MARIA LAGUZZI (8) | 2. FEDERICA RAMPINI (6) | 3. ANTONIO COMITO (2) | 4. FRANCESCO MANCINO (2) | 5. MARIA TERESA ELLUL (2) | 6. NASTASSJA HABDANK (1) | 7. PAOLA CAVALIERI (1) | 8. CESARE ALFIDI (0) | 9. GABRIELE CARRADORI (0) | 10. GABRIELE MICHELI (0),municipio3_2021
307,60,0.1986754966887417,1. FEDERICA RAMPINI (4) | 2. FILIPPO MARIA LAGUZZI (4) | 3. ITALO DELLA BELLA (4) | 4. MARIA TERESA ELLUL (3) | 5. FRANCESCO MANCINO (2) | 6. NICOLETTA FUNGHI (2) | 7. GABRIELE MICHELI (1) | 8. LUIGI MAIO (1) | 9. MATTEO PIETROSANTE (1) | 10. NASTASSJA HABDANK (1),municipio3_2021
308,116,0.27358490566037735,1. FILIPPO MARIA LAGUZZI (25) | 2. FEDERICA RAMPINI (19) | 3. NASTASSJA HABDANK (5) | 4. LORENZO SPIZZICHINO (4) | 5. SIMONA SORTINO (4) | 6. MARIA TERESA ELLUL (3) | 7. PAOLA CAVALIERI (3) | 8. ANTONIO COMITO (1) | 9. CESARE ALFIDI (1) | 10. GABRIELE MICHELI (1),municipio3_2021
309,85,0.17708333333333334,1. FILIPPO MARIA LAGUZZI (12) | 2. FEDERICA RAMPINI (7) | 3. LORENZO SPIZZICHINO (7) | 4. GABRIELE MICHELI (5) | 5. PAOLA CAVALIERI (4) | 6. MARIA TERESA ELLUL (3) | 7. SIMONA SORTINO (3) | 8. GABRIELE CARRADORI (1) | 9. ITALO DELLA BELLA (1) | 10. MARIA ANTONIETTA DEL MORO (1),municipio3_2021
310,166,0.27712854757929883,1. FILIPPO MARIA LAGUZZI (50) | 2. FEDERICA RAMPINI (34) | 3. NASTASSJA HABDANK (10) | 4. LORENZO SPIZZICHINO (3) | 5. MATTEO PIETROSANTE (3) | 6. FRANCESCO MANCINO (2) | 7. GABRIELE CARRADORI (2) | 8. ITALO DELLA BELLA (2) | 9. ORNELLA LOVELLO (2) | 10. SILVIA DE ROSA (2),municipio3_2021
312,91,0.19956140350877194,1. MATTEO PIETROSANTE (9) | 2. FILIPPO MARIA LAGUZZI (8) | 3. NASTASSJA HABDANK (7) | 4. FEDERICA RAMPINI (6) | 5. GABRIELE CARRADORI (6) | 6. NICOLETTA FUNGHI (6) | 7. PAOLA CAVALIERI (5) | 8. MARIA TERESA ELLUL (3) | 9. LORENZO SPIZZICHINO (2) | 10. ORNELLA LOVELLO (2),municipio3_2021
313,46,0.12849162011173185,1. FILIPPO MARIA LAGUZZI (11) | 2. FEDERICA RAMPINI (5) | 3. MATTEO PIETROSANTE (3) | 4. NASTASSJA HABDANK (3) | 5. SIMONETTA ANACLERIO (2) | 6. FRANCESCO MANCINO (1) | 7. GABRIELE CARRADORI (1) | 8. GABRIELE MICHELI (1) | 9. MONICA MAGGI (1) | 10. NICOLETTA FUNGHI (1),municipio3_2021
315,96,0.24242424242424243,1. FILIPPO MARIA LAGUZZI (8) | 2. FEDERICA RAMPINI (6) | 3. LORENZO SPIZZICHINO (6) | 4. ITALO DELLA BELLA (5) | 5. NASTASSJA HABDANK (5) | 6. NICOLETTA FUNGHI (5) | 7. PAOLA CAVALIERI (5) | 8. GABRIELE CARRADORI (3) | 9. ANTONIO COMITO (2) | 10. MIRKO MANFRE' (2),municipio3_2021
316,87,0.22137404580152673,1. FEDERICA RAMPINI (6) | 2. LORENZO SPIZZICHINO (6) | 3. FILIPPO MARIA LAGUZZI (4) | 4. ITALO DELLA BELLA (3) | 5. NASTASSJA HABDANK (3) | 6. MATTEO PIETROSANTE (2) | 7. NICOLETTA FUNGHI (2) | 8. PAOLA CAVALIERI (1) | 9. ANTONIO COMITO (0) | 10. CESARE ALFIDI (0),municipio3_2021
317,110,0.23758099352051837,1. FILIPPO MARIA LAGUZZI (9) | 2. NICOLETTA FUNGHI (7) | 3. FEDERICA RAMPINI (6) | 4. NASTASSJA HABDANK (6) | 5. PAOLA CAVALIERI (6) | 6. ITALO DELLA BELLA (5) | 7. LORENZO SPIZZICHINO (4) | 8. ANTONIO COMITO (3) | 9. GABRIELE CARRADORI (3) | 10. MATTEO PIETROSANTE (3),municipio3_2021
318,80,0.21978021978021978,1. LORENZO SPIZZICHINO (8) | 2. ITALO DELLA BELLA (7) | 3. SIMONA RUSSO (6) | 4. PAOLA CAVALIERI (5) | 5. NICOLETTA FUNGHI (3) | 6. FEDERICA RAMPINI (2) | 7. LUIGI MAIO (2) | 8. MATTEO PIETROSANTE (2) | 9. ANTONIO COMITO (1) | 10. CESARE ALFIDI (1),municipio3_2021
319,41,0.16141732283464566,1. FILIPPO MARIA LAGUZZI (8) | 2. FEDERICA RAMPINI (5) | 3. FRANCESCO MANCINO (4) | 4. ORNELLA LOVELLO (3) | 5. NASTASSJA HABDANK (2) | 6. GABRIELE CARRADORI (1) | 7. NICOLETTA FUNGHI (1) | 8. PAOLA CAVALIERI (1) | 9. ANTONIO COMITO (0) | 10. CESARE ALFIDI (0),municipio3_2021
320,40,0.1652892561983471,1. FEDERICA RAMPINI (5) | 2. GABRIELE CARRADORI (3) | 3. NICOLETTA FUNGHI (2) | 4. PAOLA CAVALIERI (2) | 5. FILIPPO MARIA LAGUZZI (1) | 6. GABRIELE MICHELI (1) | 7. MIRKO MANFRE' (1) | 8. SILVIA DE ROSA (1) | 9. ANTONIO COMITO (0) | 10. CESARE ALFIDI (0),municipio3_2021
321,31,0.14351851851851852,1. FILIPPO MARIA LAGUZZI (3) | 2. GABRIELE CARRADORI (2) | 3. LUIGI MAIO (1) | 4. SIMONA RUSSO (1) | 5. ANTONIO COMITO (0) | 6. CESARE ALFIDI (0) | 7. FEDERICA RAMPINI (0) | 8. FRANCESCO MANCINO (0) | 9. GABRIELE MICHELI (0) | 10. ITALO DELLA BELLA (0),municipio3_2021
322,23,0.13372093023255813,1. FRANCESCO MANCINO (2) | 2. LORENZO SPIZZICHINO (2) | 3. MARIA TERESA ELLUL (2) | 4. SILVIA DE ROSA (1) | 5. SIMONA RUSSO (1) | 6. ANTONIO COMITO (0) | 7. CESARE ALFIDI (0) | 8. FEDERICA RAMPINI (0) | 9. FILIPPO MARIA LAGUZZI (0) | 10. GABRIELE CARRADORI (0),municipio3_2021
