SEZIONE,pd_votes,pd_share,top10_preferenze,tipo
323,56,0.16766467065868262,1. NASTASSJA HABDANK (5) | 2. LORENZO SPIZZICHINO (4) | 3. PAOLA CAVALIERI (4) | 4. ROBERTO CASAMENTO (4) | 5. FILIPPO MARIA LAGUZZI (3) | 6. FEDERICA RAMPINI (2) | 7. CESARE ALFIDI (1) | 8. NICOLETTA FUNGHI (1) | 9. SILVIA DE ROSA (1) | 10. SIMONA RUSSO (1),municipio3_2021
324,58,0.15846994535519127,1. NICOLETTA FUNGHI (8) | 2. FILIPPO MARIA LAGUZZI (6) | 3. MARIA TERESA ELLUL (2) | 4. SILVIA DE ROSA (2) | 5. SIMONA RUSSO (2) | 6. CESARE ALFIDI (1) | 7. GABRIELE CARRADORI (1) | 8. ROBERTO CASAMENTO (1) | 9. SIMONA SORTINO (1) | 10. ANTONIO COMITO (0),municipio3_2021
325,64,0.21122112211221122,1. ANTONIO COMITO (5) | 2. FEDERICA RAMPINI (5) | 3. FRANCESCO MANCINO (5) | 4. FILIPPO MARIA LAGUZZI (4) | 5. NASTASSJA HABDANK (3) | 6. NICOLETTA FUNGHI (3) | 7. PAOLA CAVALIERI (3) | 8. GABRIELE CARRADORI (2) | 9. MATTEO PIETROSANTE (2) | 10. SIMONA RUSSO (1),municipio3_2021
326,41,0.14487632508833923,1. FRANCESCO MANCINO (5) | 2. NICOLETTA FUNGHI (3) | 3. GABRIELE CARRADORI (2) | 4. GABRIELE MICHELI (2) | 5. MATTEO PIETROSANTE (2) | 6. PAOLA CAVALIERI (2) | 7. ANTONIO COMITO (1) | 8. FEDERICA RAMPINI (1) | 9. CESARE ALFIDI (0) | 10. FILIPPO MARIA LAGUZZI (0),municipio3_2021
327,43,0.14333333333333334,1. FRANCESCO MANCINO (10) | 2. FEDERICA RAMPINI (2) | 3. FILIPPO MARIA LAGUZZI (2) | 4. MIRKO MANFRE' (2) | 5. GABRIELE CARRADORI (1) | 6. LORENZO SPIZZICHINO (1) | 7. LUIGI MAIO (1) | 8. NASTASSJA HABDANK (1) | 9. NICOLETTA FUNGHI (1) | 10. PAOLA CAVALIERI (1),municipio3_2021
328,76,0.17233560090702948,1. FRANCESCO MANCINO (10) | 2. FEDERICA RAMPINI (4) | 3. FILIPPO MARIA LAGUZZI (2) | 4. MATTEO PIETROSANTE (2) | 5. NASTASSJA HABDANK (2) | 6. PAOLA CAVALIERI (2) | 7. SILVIA DE ROSA (2) | 8. GABRIELE CARRADORI (1) | 9. NICOLETTA FUNGHI (1) | 10. ORNELLA LOVELLO (1),municipio3_2021
329,92,0.20087336244541484,1. FRANCESCO MANCINO (22) | 2. FEDERICA RAMPINI (4) | 3. FILIPPO MARIA LAGUZZI (4) | 4. PAOLA CAVALIERI (4) | 5. ANTONIO COMITO (3) | 6. LORENZO SPIZZICHINO (2) | 7. GABRIELE CARRADORI (1) | 8. MARIA TERESA ELLUL (1) | 9. MATTEO PIETROSANTE (1) | 10. NASTASSJA HABDANK (1),municipio3_2021
330,76,0.15866388308977036,1. FEDERICA RAMPINI (8) | 2. FILIPPO MARIA LAGUZZI (6) | 3. FRANCESCO MANCINO (5) | 4. ROBERTO CASAMENTO (5) | 5. NASTASSJA HABDANK (4) | 6. GABRIELE CARRADORI (3) | 7. NICOLETTA FUNGHI (3) | 8. ORNELLA LOVELLO (3) | 9. MARIA ANTONIETTA DEL MORO (2) | 10. LORENZO SPIZZICHINO (1),municipio3_2021
331,87,0.1518324607329843,1. FILIPPO MARIA LAGUZZI (6) | 2. LORENZO SPIZZICHINO (6) | 3. FEDERICA RAMPINI (4) | 4. FRANCESCO MANCINO (3) | 5. GABRIELE CARRADORI (3) | 6. PAOLA CAVALIERI (3) | 7. ANTONIO COMITO (2) | 8. SILVIA DE ROSA (2) | 9. CESARE ALFIDI (1) | 10. MARIA TERESA ELLUL (1),municipio3_2021
332,71,0.16173120728929385,1. PAOLA CAVALIERI (6) | 2. FRANCESCO MANCINO (5) | 3. GABRIELE CARRADORI (5) | 4. NICOLETTA FUNGHI (5) | 5. FILIPPO MARIA LAGUZZI (4) | 6. LORENZO SPIZZICHINO (3) | 7. ROBERTO CASAMENTO (3) | 8. ANTONIO COMITO (2) | 9. FEDERICA RAMPINI (2) | 10. MARIA ANTONIETTA DEL MORO (1),municipio3_2021
333,50,0.13297872340425532,1. ITALO DELLA BELLA (3) | 2. FRANCESCO MANCINO (2) | 3. LORENZO SPIZZICHINO (2) | 4. NICOLETTA FUNGHI (2) | 5. ORNELLA LOVELLO (2) | 6. PAOLA CAVALIERI (2) | 7. GABRIELE CARRADORI (1) | 8. MATTEO PIETROSANTE (1) | 9. MIRKO MANFRE' (1) | 10. SIMONA SORTINO (1),municipio3_2021
334,68,0.1552511415525114,1. FILIPPO MARIA LAGUZZI (12) | 2. ORNELLA LOVELLO (11) | 3. PAOLA CAVALIERI (7) | 4. FEDERICA RAMPINI (4) | 5. LORENZO SPIZZICHINO (4) | 6. GABRIELE CARRADORI (3) | 7. MARIA ANTONIETTA DEL MORO (2) | 8. NICOLETTA FUNGHI (2) | 9. ANTONIO COMITO (1) | 10. MIRKO MANFRE' (1),municipio3_2021
335,59,0.14081145584725538,1. ORNELLA LOVELLO (7) | 2. NICOLETTA FUNGHI (5) | 3. CESARE ALFIDI (4) | 4. GABRIELE CARRADORI (4) | 5. ANTONIO COMITO (2) | 6. ITALO DELLA BELLA (2) | 7. SIMONA RUSSO (2) | 8. FRANCESCO MANCINO (1) | 9. GABRIELE MICHELI (1) | 10. MIRKO MANFRE' (1),municipio3_2021
336,49,0.12596401028277635,1. FEDERICA RAMPINI (2) | 2. FILIPPO MARIA LAGUZZI (2) | 3. GABRIELE MICHELI (2) | 4. LORENZO SPIZZICHINO (2) | 5. MATTEO PIETROSANTE (2) | 6. NASTASSJA HABDANK (2) | 7. ROBERTO CASAMENTO (2) | 8. ANTONIO COMITO (1) | 9. GABRIELE CARRADORI (1) | 10. ITALO DELLA BELLA (1),municipio3_2021
337,64,0.13882863340563992,1. FRANCESCO MANCINO (5) | 2. ORNELLA LOVELLO (3) | 3. PAOLA CAVALIERI (3) | 4. ITALO DELLA BELLA (2) | 5. NASTASSJA HABDANK (2) | 6. CESARE ALFIDI (1) | 7. FILIPPO MARIA LAGUZZI (1) | 8. GABRIELE CARRADORI (1) | 9. LUIGI MAIO (1) | 10. MATTEO PIETROSANTE (1),municipio3_2021
338,42,0.12138728323699421,1. ITALO DELLA BELLA (4) | 2. SIMONA RUSSO (4) | 3. NASTASSJA HABDANK (3) | 4. ORNELLA LOVELLO (3) | 5. ANTONIO COMITO (2) | 6. FILIPPO MARIA LAGUZZI (2) | 7. MATTEO PIETROSANTE (2) | 8. FEDERICA RAMPINI (1) | 9. GABRIELE CARRADORI (1) | 10. GABRIELE MICHELI (1),municipio3_2021
339,74,0.13405797101449277,1. LORENZO SPIZZICHINO (7) | 2. PAOLA CAVALIERI (5) | 3. ANTONIO COMITO (4) | 4. ORNELLA LOVELLO (4) | 5. GABRIELE CARRADORI (3) | 6. NASTASSJA HABDANK (3) | 7. NICOLETTA FUNGHI (3) | 8. FEDERICA RAMPINI (2) | 9. FILIPPO MARIA LAGUZZI (2) | 10. MATTEO PIETROSANTE (2),municipio3_2021
340,52,0.16828478964401294,1. FRANCESCO MANCINO (5) | 2. SIMONA SORTINO (4) | 3. NASTASSJA HABDANK (3) | 4. LUIGI MAIO (2) | 5. MATTEO PIETROSANTE (2) | 6. FEDERICA RAMPINI (1) | 7. FILIPPO MARIA LAGUZZI (1) | 8. GABRIELE CARRADORI (1) | 9. NICOLETTA FUNGHI (1) | 10. ROBERTO CASAMENTO (1),municipio3_2021
341,21,0.08108108108108109,1. ANTONIO COMITO (2) | 2. FRANCESCO MANCINO (2) | 3. LUIGI MAIO (2) | 4. SIMONA SORTINO (2) | 5. CESARE ALFIDI (1) | 6. FEDERICA RAMPINI (1) | 7. MATTEO PIETROSANTE (1) | 8. FILIPPO MARIA LAGUZZI (0) | 9. GABRIELE CARRADORI (0) | 10. GABRIELE MICHELI (0),municipio3_2021
342,36,0.12162162162162163,1. ANTONIO COMITO (0) | 2. CESARE ALFIDI (0) | 3. FEDERICA RAMPINI (0) | 4. FILIPPO MARIA LAGUZZI (0) | 5. FRANCESCO MANCINO (0) | 6. GABRIELE CARRADORI (0) | 7. GABRIELE MICHELI (0) | 8. ITALO DELLA BELLA (0) | 9. LORENZO SPIZZICHINO (0) | 10. LUIGI MAIO (0),municipio3_2021
343,61,0.15926892950391644,1. ANTONIO COMITO (4) | 2. LORENZO SPIZZICHINO (2) | 3. MATTEO PIETROSANTE (2) | 4. CESARE ALFIDI (1) | 5. MARIA ANTONIETTA DEL MORO (1) | 6. MIRKO MANFRE' (1) | 7. MONICA MAGGI (1) | 8. NASTASSJA HABDANK (1) | 9. ORNELLA LOVELLO (1) | 10. FEDERICA RAMPINI (0),municipio3_2021
344,79,0.18632075471698112,1. PAOLA CAVALIERI (10) | 2. LORENZO SPIZZICHINO (9) | 3. ANTONIO COMITO (4) | 4. FILIPPO MARIA LAGUZZI (4) | 5. NASTASSJA HABDANK (3) | 6. GABRIELE MICHELI (2) | 7. MATTEO PIETROSANTE (2) | 8. MIRKO MANFRE' (2) | 9. ROBERTO CASAMENTO (2) | 10. CESARE ALFIDI (1),municipio3_2021
345,88,0.1981981981981982,1. LORENZO SPIZZICHINO (8) | 2. PAOLA CAVALIERI (8) | 3. FEDERICA RAMPINI (5) | 4. FILIPPO MARIA LAGUZZI (5) | 5. MATTEO PIETROSANTE (2) | 6. NASTASSJA HABDANK (2) | 7. NICOLETTA FUNGHI (2) | 8. ROBERTO CASAMENTO (2) | 9. SIMONA SORTINO (2) | 10. GABRIELE CARRADORI (1),municipio3_2021
346,54,0.1592920353982301,1. NICOLETTA FUNGHI (5) | 2. GABRIELE MICHELI (4) | 3. PAOLA CAVALIERI (4) | 4. SIMONA RUSSO (4) | 5. GABRIELE CARRADORI (3) | 6. ITALO DELLA BELLA (3) | 7. ANTONIO COMITO (2) | 8. MATTEO PIETROSANTE (2) | 9. FEDERICA RAMPINI (1) | 10. MARIA ANTONIETTA DEL MORO (1),municipio3_2021
347,121,0.25854700854700857,1. ANTONIO COMITO (21) | 2. PAOLA CAVALIERI (8) | 3. LORENZO SPIZZICHINO (6) | 4. NASTASSJA HABDANK (6) | 5. FEDERICA RAMPINI (5) | 6. FILIPPO MARIA LAGUZZI (4) | 7. MATTEO PIETROSANTE (4) | 8. ROBERTO CASAMENTO (4) | 9. MARIA ANTONIETTA DEL MORO (3) | 10. ORNELLA LOVELLO (3),municipio3_2021
348,120,0.25052192066805845,1. LORENZO SPIZZICHINO (14) | 2. FEDERICA RAMPINI (11) | 3. FILIPPO MARIA LAGUZZI (7) | 4. PAOLA CAVALIERI (5) | 5. NASTASSJA HABDANK (4) | 6. MATTEO PIETROSANTE (3) | 7. ROBERTO CASAMENTO (3) | 8. MARIA ANTONIETTA DEL MORO (2) | 9. FRANCESCO MANCINO (1) | 10. GABRIELE CARRADORI (1),municipio3_2021
349,117,0.24173553719008264,1. SIMONA SORTINO (11) | 2. LORENZO SPIZZICHINO (6) | 3. ANTONIO COMITO (5) | 4. FEDERICA RAMPINI (5) | 5. FILIPPO MARIA LAGUZZI (5) | 6. NASTASSJA HABDANK (4) | 7. ITALO DELLA BELLA (3) | 8. FRANCESCO MANCINO (2) | 9. GABRIELE CARRADORI (2) | 10. MONICA MAGGI (2),municipio3_2021
350,36,0.1643835616438356,1. GABRIELE CARRADORI (3) | 2. LORENZO SPIZZICHINO (2) | 3. NICOLETTA FUNGHI (2) | 4. PAOLA CAVALIERI (2) | 5. ANTONIO COMITO (1) | 6. ROBERTO CASAMENTO (1) | 7. SIMONETTA ANACLERIO (1) | 8. CESARE ALFIDI (0) | 9. FEDERICA RAMPINI (0) | 10. FILIPPO MARIA LAGUZZI (0),municipio3_2021
351,135,0.24545454545454545,1. FEDERICA RAMPINI (51) | 2. FILIPPO MARIA LAGUZZI (34) | 3. GABRIELE MICHELI (9) | 4. PAOLA CAVALIERI (7) | 5. LORENZO SPIZZICHINO (4) | 6. SIMONA SORTINO (4) | 7. CESARE ALFIDI (3) | 8. FRANCESCO MANCINO (3) | 9. NASTASSJA HABDANK (3) | 10. ANTONIO COMITO (2),municipio3_2021
352,101,0.19573643410852712,1. FEDERICA RAMPINI (8) | 2. ANTONIO COMITO (7) | 3. CESARE ALFIDI (4) | 4. MARIA ANTONIETTA DEL MORO (4) | 5. NASTASSJA HABDANK (4) | 6. NICOLETTA FUNGHI (4) | 7. GABRIELE CARRADORI (3) | 8. GABRIELE MICHELI (3) | 9. LORENZO SPIZZICHINO (3) | 10. ROBERTO CASAMENTO (2),municipio3_2021
353,59,0.1486146095717884,1. FEDERICA RAMPINI (5) | 2. ANTONIO COMITO (4) | 3. FRANCESCO MANCINO (4) | 4. FILIPPO MARIA LAGUZZI (3) | 5. GABRIELE CARRADORI (2) | 6. MARIA TERESA ELLUL (2) | 7. NICOLETTA FUNGHI (2) | 8. CESARE ALFIDI (1) | 9. GABRIELE MICHELI (1) | 10. MATTEO PIETROSANTE (1),municipio3_2021
354,52,0.16199376947040497,1. ANTONIO COMITO (4) | 2. GABRIELE CARRADORI (3) | 3. NICOLETTA FUNGHI (3) | 4. LUIGI MAIO (2) | 5. SIMONA RUSSO (2) | 6. CESARE ALFIDI (1) | 7. LORENZO SPIZZICHINO (1) | 8. MARIA ANTONIETTA DEL MORO (1) | 9. NASTASSJA HABDANK (1) | 10. PAOLA CAVALIERI (1),municipio3_2021
355,66,0.15102974828375287,1. FEDERICA RAMPINI (3) | 2. FILIPPO MARIA LAGUZZI (3) | 3. MATTEO PIETROSANTE (3) | 4. ANTONIO COMITO (2) | 5. FRANCESCO MANCINO (2) | 6. CESARE ALFIDI (1) | 7. GABRIELE CARRADORI (1) | 8. GABRIELE MICHELI (1) | 9. LORENZO SPIZZICHINO (1) | 10. NICOLETTA FUNGHI (1),municipio3_2021
356,43,0.1799163179916318,1. SILVIA DE ROSA (11) | 2. NICOLETTA FUNGHI (5) | 3. FILIPPO MARIA LAGUZZI (4) | 4. FEDERICA RAMPINI (1) | 5. GABRIELE CARRADORI (1) | 6. ANTONIO COMITO (0) | 7. CESARE ALFIDI (0) | 8. FRANCESCO MANCINO (0) | 9. GABRIELE MICHELI (0) | 10. ITALO DELLA BELLA (0),municipio3_2021
357,58,0.145,1. SILVIA DE ROSA (25) | 2. FILIPPO MARIA LAGUZZI (9) | 3. LORENZO SPIZZICHINO (3) | 4. ROBERTO CASAMENTO (3) | 5. MIRKO MANFRE' (2) | 6. ORNELLA LOVELLO (2) | 7. SIMONA RUSSO (2) | 8. GABRIELE CARRADORI (1) | 9. NICOLETTA FUNGHI (1) | 10. ANTONIO COMITO (0),municipio3_2021
358,132,0.2336283185840708,1. SILVIA DE ROSA (75) | 2. FILIPPO MARIA LAGUZZI (16) | 3. MATTEO PIETROSANTE (4) | 4. FEDERICA RAMPINI (3) | 5. NASTASSJA HABDANK (3) | 6. LORENZO SPIZZICHINO (2) | 7. NICOLETTA FUNGHI (2) | 8. ANTONIO COMITO (1) | 9. GABRIELE CARRADORI (1) | 10. MARIA ANTONIETTA DEL MORO (1),municipio3_2021
359,87,0.21641791044776118,1. SILVIA DE ROSA (36) | 2. FILIPPO MARIA LAGUZZI (14) | 3. GABRIELE CARRADORI (4) | 4. NICOLETTA FUNGHI (4) | 5. FEDERICA RAMPINI (2) | 6. GABRIELE MICHELI (2) | 7. ITALO DELLA BELLA (1) | 8. MARIA TERESA ELLUL (1) | 9. ROBERTO CASAMENTO (1) | 10. ANTONIO COMITO (0),municipio3_2021
360,54,0.11203319502074689,1. LORENZO SPIZZICHINO (4) | 2. FEDERICA RAMPINI (3) | 3. FILIPPO MARIA LAGUZZI (3) | 4. SIMONA RUSSO (3) | 5. FRANCESCO MANCINO (2) | 6. GABRIELE MICHELI (1) | 7. ORNELLA LOVELLO (1) | 8. ANTONIO COMITO (0) | 9. CESARE ALFIDI (0) | 10. GABRIELE CARRADORI (0),municipio3_2021
361,61,0.14558472553699284,1. LUIGI MAIO (4) | 2. FEDERICA RAMPINI (2) | 3. NASTASSJA HABDANK (2) | 4. ITALO DELLA BELLA (1) | 5. MATTEO PIETROSANTE (1) | 6. ROBERTO CASAMENTO (1) | 7. SIMONA SORTINO (1) | 8. ANTONIO COMITO (0) | 9. CESARE ALFIDI (0) | 10. FILIPPO MARIA LAGUZZI (0),municipio3_2021
362,67,0.13900414937759337,1. FEDERICA RAMPINI (6) | 2. GABRIELE CARRADORI (6) | 3. NICOLETTA FUNGHI (6) | 4. SIMONA RUSSO (4) | 5. FRANCESCO MANCINO (3) | 6. LUIGI MAIO (2) | 7. FILIPPO MARIA LAGUZZI (1) | 8. MARIA TERESA ELLUL (1) | 9. MATTEO PIETROSANTE (1) | 10. NASTASSJA HABDANK (1),municipio3_2021
363,71,0.15536105032822758,1. FEDERICA RAMPINI (4) | 2. MIRKO MANFRE' (3) | 3. MONICA MAGGI (3) | 4. NASTASSJA HABDANK (3) | 5. NICOLETTA FUNGHI (3) | 6. ITALO DELLA BELLA (2) | 7. LUIGI MAIO (2) | 8. ORNELLA LOVELLO (2) | 9. ROBERTO CASAMENTO (2) | 10. SIMONA RUSSO (2),municipio3_2021
364,51,0.13858695652173914,1. MATTEO PIETROSANTE (5) | 2. SIMONA SORTINO (4) | 3. FILIPPO MARIA LAGUZZI (2) | 4. NASTASSJA HABDANK (2) | 5. PAOLA CAVALIERI (2) | 6. ANTONIO COMITO (1) | 7. FEDERICA RAMPINI (1) | 8. FRANCESCO MANCINO (1) | 9. LORENZO SPIZZICHINO (1) | 10. MARIA ANTONIETTA DEL MORO (1),municipio3_2021
365,103,0.15968992248062017,1. NICOLETTA FUNGHI (11) | 2. FILIPPO MARIA LAGUZZI (8) | 3. SIMONA SORTINO (7) | 4. FEDERICA RAMPINI (4) | 5. GABRIELE CARRADORI (4) | 6. LUIGI MAIO (3) | 7. ANTONIO COMITO (2) | 8. CESARE ALFIDI (2) | 9. ORNELLA LOVELLO (2) | 10. PAOLA CAVALIERI (2),municipio3_2021
366,108,0.22594142259414227,1. CESARE ALFIDI (30) | 2. FEDERICA RAMPINI (11) | 3. MATTEO PIETROSANTE (6) | 4. SIMONA SORTINO (5) | 5. FILIPPO MARIA LAGUZZI (4) | 6. NASTASSJA HABDANK (3) | 7. LORENZO SPIZZICHINO (2) | 8. LUIGI MAIO (2) | 9. MARIA ANTONIETTA DEL MORO (2) | 10. ANTONIO COMITO (1),municipio3_2021
367,68,0.16,1. NICOLETTA FUNGHI (6) | 2. GABRIELE CARRADORI (5) | 3. GABRIELE MICHELI (5) | 4. LORENZO SPIZZICHINO (2) | 5. CESARE ALFIDI (1) | 6. MARIA ANTONIETTA DEL MORO (1) | 7. SIMONA SORTINO (1) | 8. ANTONIO COMITO (0) | 9. FEDERICA RAMPINI (0) | 10. FILIPPO MARIA LAGUZZI (0),municipio3_2021
368,63,0.20930232558139536,1. CESARE ALFIDI (7) | 2. FILIPPO MARIA LAGUZZI (5) | 3. FEDERICA RAMPINI (4) | 4. GABRIELE CARRADORI (4) | 5. LORENZO SPIZZICHINO (3) | 6. MATTEO PIETROSANTE (3) | 7. NASTASSJA HABDANK (3) | 8. SIMONETTA ANACLERIO (3) | 9. ROBERTO CASAMENTO (2) | 10. ITALO DELLA BELLA (1),municipio3_2021
369,48,0.15384615384615385,1. ANTONIO COMITO (0) | 2. CESARE ALFIDI (0) | 3. FEDERICA RAMPINI (0) | 4. FILIPPO MARIA LAGUZZI (0) | 5. FRANCESCO MANCINO (0) | 6. GABRIELE CARRADORI (0) | 7. GABRIELE MICHELI (0) | 8. ITALO DELLA BELLA (0) | 9. LORENZO SPIZZICHINO (0) | 10. LUIGI MAIO (0),municipio3_2021
370,34,0.12546125461254612,1. FEDERICA RAMPINI (3) | 2. FILIPPO MARIA LAGUZZI (2) | 3. GABRIELE MICHELI (2) | 4. ORNELLA LOVELLO (2) | 5. ANTONIO COMITO (1) | 6. CESARE ALFIDI (1) | 7. NASTASSJA HABDANK (1) | 8. SIMONA SORTINO (1) | 9. FRANCESCO MANCINO (0) | 10. GABRIELE CARRADORI (0),municipio3_2021
371,32,0.12213740458015267,1. GABRIELE MICHELI (4) | 2. NASTASSJA HABDANK (3) | 3. FRANCESCO MANCINO (2) | 4. GABRIELE CARRADORI (1) | 5. NICOLETTA FUNGHI (1) | 6. SIMONA SORTINO (1) | 7. ANTONIO COMITO (0) | 8. CESARE ALFIDI (0) | 9. FEDERICA RAMPINI (0) | 10. FILIPPO MARIA LAGUZZI (0),municipio3_2021
372,52,0.1326530612244898,1. FEDERICA RAMPINI (4) | 2. NICOLETTA FUNGHI (3) | 3. SIMONA RUSSO (2) | 4. LUIGI MAIO (1) | 5. MIRKO MANFRE' (1) | 6. NASTASSJA HABDANK (1) | 7. ANTONIO COMITO (0) | 8. CESARE ALFIDI (0) | 9. FILIPPO MARIA LAGUZZI (0) | 10. FRANCESCO MANCINO (0),municipio3_2021
373,105,0.19056261343012704,1. SIMONA RUSSO (31) | 2. GABRIELE CARRADORI (9) | 3. NICOLETTA FUNGHI (9) | 4. FEDERICA RAMPINI (6) | 5. ROBERTO CASAMENTO (6) | 6. FRANCESCO MANCINO (5) | 7. NASTASSJA HABDANK (5) | 8. FILIPPO MARIA LAGUZZI (3) | 9. ANTONIO COMITO (2) | 10. LORENZO SPIZZICHINO (2),municipio3_2021
374,107,0.22199170124481327,1. SIMONA RUSSO (36) | 2. NICOLETTA FUNGHI (10) | 3. FEDERICA RAMPINI (9) | 4. FILIPPO MARIA LAGUZZI (9) | 5. GABRIELE CARRADORI (8) | 6. FRANCESCO MANCINO (5) | 7. MATTEO PIETROSANTE (4) | 8. NASTASSJA HABDANK (4) | 9. LORENZO SPIZZICHINO (3) | 10. PAOLA CAVALIERI (3),municipio3_2021
375,67,0.17866666666666667,1. SIMONA RUSSO (12) | 2. GABRIELE CARRADORI (7) | 3. NICOLETTA FUNGHI (6) | 4. MARIA TERESA ELLUL (5) | 5. FEDERICA RAMPINI (3) | 6. LORENZO SPIZZICHINO (3) | 7. LUIGI MAIO (3) | 8. SILVIA DE ROSA (3) | 9. FRANCESCO MANCINO (1) | 10. PAOLA CAVALIERI (1),municipio3_2021
856,81,0.17124735729386892,1. FEDERICA RAMPINI (14) | 2. FILIPPO MARIA LAGUZZI (6) | 3. LUIGI MAIO (6) | 4. NICOLETTA FUNGHI (6) | 5. GABRIELE CARRADORI (3) | 6. GABRIELE MICHELI (3) | 7. MATTEO PIETROSANTE (3) | 8. NASTASSJA HABDANK (3) | 9. FRANCESCO MANCINO (2) | 10. PAOLA CAVALIERI (2),municipio3_2021
1762,59,0.11591355599214145,1. FEDERICA RAMPINI (3) | 2. LUIGI MAIO (3) | 3. SIMONA SORTINO (3) | 4. CESARE ALFIDI (2) | 5. FILIPPO MARIA LAGUZZI (2) | 6. GABRIELE CARRADORI (1) | 7. MATTEO PIETROSANTE (1) | 8. MIRKO MANFRE' (1) | 9. NASTASSJA HABDANK (1) | 10. ROBERTO CASAMENTO (1),municipio3_2021
2521,61,0.20608108108108109,1. FILIPPO MARIA LAGUZZI (5) | 2. LORENZO SPIZZICHINO (4) | 3. GABRIELE CARRADORI (3) | 4. NICOLETTA FUNGHI (3) | 5. MATTEO PIETROSANTE (2) | 6. NASTASSJA HABDANK (2) | 7. FEDERICA RAMPINI (1) | 8. PAOLA CAVALIERI (1) | 9. ROBERTO CASAMENTO (1) | 10. SIMONA SORTINO (1),municipio3_2021
2522,60,0.2247191011235955,1. SILVIA DE ROSA (19) | 2. FILIPPO MARIA LAGUZZI (7) | 3. NICOLETTA FUNGHI (2) | 4. ANTONIO COMITO (1) | 5. FEDERICA RAMPINI (1) | 6. MARIA TERESA ELLUL (1) | 7. CESARE ALFIDI (0) | 8. FRANCESCO MANCINO (0) | 9. GABRIELE CARRADORI (0) | 10. GABRIELE MICHELI (0),municipio3_2021
2539,98,0.22685185185185186,1. GABRIELE MICHELI (27) | 2. FEDERICA RAMPINI (11) | 3. NASTASSJA HABDANK (8) | 4. FILIPPO MARIA LAGUZZI (6) | 5. NICOLETTA FUNGHI (6) | 6. GABRIELE CARRADORI (5) | 7. SILVIA DE ROSA (5) | 8. CESARE ALFIDI (2) | 9. ROBERTO CASAMENTO (2) | 10. ANTONIO COMITO (1),municipio3_2021
2562,80,0.18099547511312217,1. FRANCESCO MANCINO (5) | 2. NICOLETTA FUNGHI (4) | 3. FILIPPO MARIA LAGUZZI (3) | 4. LORENZO SPIZZICHINO (3) | 5. FEDERICA RAMPINI (2) | 6. GABRIELE CARRADORI (1) | 7. MATTEO PIETROSANTE (1) | 8. MIRKO MANFRE' (1) | 9. PAOLA CAVALIERI (1) | 10. SIMONA RUSSO (1),municipio3_2021
2563,85,0.16798418972332016,1. FEDERICA RAMPINI (5) | 2. FILIPPO MARIA LAGUZZI (4) | 3. NICOLETTA FUNGHI (4) | 4. LORENZO SPIZZICHINO (3) | 5. NASTASSJA HABDANK (3) | 6. PAOLA CAVALIERI (3) | 7. SIMONA RUSSO (3) | 8. ANTONIO COMITO (2) | 9. FRANCESCO MANCINO (2) | 10. GABRIELE MICHELI (2),municipio3_2021
2564,80,0.13986013986013987,1. FEDERICA RAMPINI (4) | 2. LORENZO SPIZZICHINO (4) | 3. PAOLA CAVALIERI (4) | 4. FILIPPO MARIA LAGUZZI (3) | 5. SIMONA SORTINO (3) | 6. NASTASSJA HABDANK (2) | 7. ROBERTO CASAMENTO (2) | 8. SILVIA DE ROSA (2) | 9. ANTONIO COMITO (1) | 10. CESARE ALFIDI (1),municipio3_2021
